,price,size,ask_price,ask_size,bid_price,bid_size
2016-04-06 23:56:47.803511,,,,39.0,,
2016-04-06 23:56:47.803829,,2.0,,,,
2016-04-06 23:56:48.026824,,,38.93,,,
2016-04-06 23:56:48.026970,,,,33.0,,
2016-04-06 23:56:48.027324,38.94,,,,,
2016-04-06 23:56:48.027406,,5.0,,,,
2016-04-06 23:56:48.027655,,,,33.0,,
2016-04-06 23:56:48.027898,,5.0,,,,
2016-04-06 23:56:48.304583,,,38.92,,,
2016-04-06 23:56:48.304747,,,,46.0,,
2016-04-06 23:56:48.304987,,,,46.0,,
2016-04-06 23:56:48.305152,,19.0,,,,
2016-04-06 23:56:48.527704,,,38.93,,,
2016-04-06 23:56:48.527820,,,,1.0,,
2016-04-06 23:56:48.528007,,,,1.0,,
2016-04-06 23:56:48.528197,,32.0,,,,
2016-04-06 23:56:49.508173,,,38.92,,,
2016-04-06 23:56:49.508319,,,,47.0,,
2016-04-06 23:56:49.508579,,,,47.0,,
2016-04-06 23:56:49.508833,,34.0,,,,
2016-04-06 23:56:50.309626,,,38.93,,,
2016-04-06 23:56:50.309744,,,,1.0,,
2016-04-06 23:56:50.310000,,,,1.0,,
2016-04-06 23:56:50.310205,,41.0,,,,
2016-04-06 23:56:50.711539,,,38.92,,,
2016-04-06 23:56:50.711629,,,,34.0,,
2016-04-06 23:56:50.711877,,,,34.0,,
2016-04-06 23:56:50.712133,,50.0,,,,
2016-04-06 23:56:50.933999,,,38.93,,,
2016-04-06 23:56:50.934151,,,,1.0,,
2016-04-06 23:56:50.934401,,,,1.0,,
2016-04-06 23:56:50.934655,,40.0,,,,
2016-04-06 23:56:51.513894,,47.0,,,,
2016-04-06 23:56:51.736682,,,38.92,,,
2016-04-06 23:56:51.736831,,,,39.0,,
2016-04-06 23:56:51.737091,,,,39.0,,
2016-04-06 23:56:51.737347,,46.0,,,,
2016-04-06 23:56:52.115278,,,38.93,,,
2016-04-06 23:56:52.115348,,,,1.0,,
2016-04-06 23:56:52.115529,,,,1.0,,
2016-04-06 23:56:52.115719,,43.0,,,,
2016-04-06 23:56:52.416303,,,,,38.94,
2016-04-06 23:56:52.416372,,,,,,3.0
2016-04-06 23:56:52.416553,,,,,,3.0
2016-04-06 23:56:52.416822,38.95,,,,,
2016-04-06 23:56:52.416882,,217.0,,,,
2016-04-06 23:56:52.417066,,,,61.0,,
2016-04-06 23:56:52.417260,,217.0,,,,
2016-04-06 23:56:53.564662,,,,,,1.0
2016-04-06 23:56:53.565151,38.94,,,,,
2016-04-06 23:56:53.565257,,1.0,,,,
2016-04-06 23:56:53.565513,,,,18.0,,
2016-04-06 23:56:53.565748,,1.0,,,,
2016-04-06 23:56:53.565999,,,,20.0,,
2016-04-06 23:56:53.787261,38.95,,,,,
2016-04-06 23:56:53.787434,,218.0,,,,
2016-04-06 23:56:53.787810,,218.0,,,,
2016-04-06 23:56:53.788311,38.94,,,,,
2016-04-06 23:56:53.788432,,1.0,,,,
2016-04-06 23:56:53.788716,,,,19.0,,
2016-04-06 23:56:53.789011,,1.0,,,,
2016-04-06 23:56:54.020240,,,,21.0,,
2016-04-06 23:56:54.243504,38.95,,,,,
2016-04-06 23:56:54.243658,,210.0,,,,
2016-04-06 23:56:54.243920,,,,23.0,,
2016-04-06 23:56:54.244186,,210.0,,,,
2016-04-06 23:56:54.466911,38.94,,,,,
2016-04-06 23:56:54.466978,,3.0,,,,
2016-04-06 23:56:54.467166,,,,19.0,,
2016-04-06 23:56:54.467347,,3.0,,,,
2016-04-06 23:56:54.689386,,,,22.0,,
2016-04-06 23:56:54.689701,,1.0,,,,
2016-04-06 23:56:55.724549,,,,9.0,,
2016-04-06 23:56:55.724860,,5.0,,,,
2016-04-06 23:56:55.947437,,,,17.0,,
2016-04-06 23:56:55.947683,,3.0,,,,
2016-04-06 23:56:56.226581,,,,,38.93,
2016-04-06 23:56:56.226674,,,,,,4.0
2016-04-06 23:56:56.226917,,,,,,4.0
2016-04-06 23:56:56.227181,,,,1.0,,
2016-04-06 23:56:56.227373,,29.0,,,,
2016-04-06 23:56:56.448726,,,38.92,,,
2016-04-06 23:56:56.448840,,,,41.0,,
2016-04-06 23:56:56.449032,,,,41.0,,
2016-04-06 23:56:56.449225,,60.0,,,,
2016-04-06 23:56:57.228677,,,,,,3.0
2016-04-06 23:56:57.229042,38.93,,,,,
2016-04-06 23:56:57.229126,,1.0,,,,
2016-04-06 23:56:57.229366,,1.0,,,,
2016-04-06 23:56:58.732727,,,,,,1.0
2016-04-06 23:56:58.732997,,,,16.0,,
2016-04-06 23:56:58.733265,,7.0,,,,
2016-04-06 23:56:58.955043,,,,1.0,,
2016-04-06 23:56:58.955296,,17.0,,,,
2016-04-06 23:56:58.955492,,,,14.0,,
2016-04-06 23:56:58.955676,,8.0,,,,
2016-04-06 23:56:59.178690,,,,39.0,,
2016-04-06 23:56:59.179036,,4.0,,,,
2016-04-06 23:56:59.401045,38.94,,,,,
2016-04-06 23:56:59.401141,,54.0,,,,
2016-04-06 23:56:59.401298,,,,44.0,,
2016-04-06 23:56:59.401453,,54.0,,,,
2016-04-07 20:24:08.054887,,,,,38.88,
2016-04-07 20:24:08.055554,,,,,,1.0
2016-04-07 20:24:08.055756,,,,,,1.0
2016-04-07 20:24:08.057256,,,38.88,,,
2016-04-07 20:24:08.057316,,,,1.0,,
2016-04-07 20:24:08.057579,38.89,,,,,
2016-04-07 20:24:08.057638,,29.0,,,,
2016-04-07 20:24:08.057817,,,,1.0,,
2016-04-07 20:24:08.058004,,29.0,,,,
2016-04-07 20:24:08.058194,,,,14.0,,
2016-04-07 20:24:08.058385,,7.0,,,,
2016-04-07 20:24:08.058597,38.9,,,,,
2016-04-07 20:24:08.058643,,32.0,,,,
2016-04-07 20:24:08.058791,,,,27.0,,
2016-04-07 20:24:08.058941,,32.0,,,,
2016-04-07 20:24:08.059146,38.89,,,,,
2016-04-07 20:24:08.059191,,6.0,,,,
2016-04-07 20:24:08.059339,,,,20.0,,
2016-04-07 20:24:08.059484,,6.0,,,,
2016-04-07 20:24:08.059629,,4.0,,,,
2016-04-07 20:24:08.059779,,,,19.0,,
2016-04-07 20:24:08.059928,,,,17.0,,
2016-04-07 20:24:08.060070,,5.0,,,,
2016-04-07 20:24:08.060445,,,,,38.89,
2016-04-07 20:24:08.060491,,,,,,1.0
2016-04-07 20:24:08.060860,38.9,,,,,
2016-04-07 20:24:08.060908,,32.0,,,,
2016-04-07 20:24:08.061055,,,,39.0,,
2016-04-07 20:24:08.061204,,32.0,,,,
2016-04-07 20:24:08.061408,38.89,,,,,
2016-04-07 20:24:08.061454,,5.0,,,,
2016-04-07 20:24:08.061600,,,,20.0,,
2016-04-07 20:24:08.061745,,5.0,,,,
2016-04-07 20:24:08.061910,,,,21.0,,
2016-04-07 20:24:08.062031,,3.0,,,,
2016-04-07 20:24:08.062205,38.9,,,,,
2016-04-07 20:24:08.062244,,36.0,,,,
2016-04-07 20:24:08.062367,,,,23.0,,
2016-04-07 20:24:08.062492,,36.0,,,,
2016-04-07 20:24:08.062661,38.89,,,,,
2016-04-07 20:24:08.062699,,3.0,,,,
2016-04-07 20:24:08.062821,,,,22.0,,
2016-04-07 20:24:08.062942,,3.0,,,,
2016-04-07 20:24:08.063065,,,,20.0,,
2016-04-07 20:24:08.063184,,5.0,,,,
2016-04-07 20:24:08.063308,,,,25.0,,
2016-04-07 20:24:08.063428,,2.0,,,,
2016-04-07 20:24:08.063603,38.9,,,,,
2016-04-07 20:24:08.063641,,34.0,,,,
2016-04-07 20:24:08.063763,,,,32.0,,
2016-04-07 20:24:08.063886,,34.0,,,,
2016-04-07 20:24:08.064057,,,38.89,,,
2016-04-07 20:24:08.064095,,,,1.0,,
2016-04-07 20:24:08.064212,,,,1.0,,
2016-04-07 20:24:08.064336,,13.0,,,,
2016-04-07 20:24:08.064465,,,,14.0,,
2016-04-07 20:24:08.064561,,7.0,,,,
2016-04-07 20:24:08.064700,38.91,,,,,
2016-04-07 20:24:08.064731,,22.0,,,,
2016-04-07 20:24:08.064830,,,,29.0,,
2016-04-07 20:24:08.064929,,22.0,,,,
2016-04-07 20:24:08.065139,,,,,,2.0
2016-04-07 20:24:08.065388,,,38.88,,,
2016-04-07 20:24:08.065419,,,,34.0,,
2016-04-07 20:24:08.065561,38.9,,,,,
2016-04-07 20:24:08.065592,,48.0,,,,
2016-04-07 20:24:08.065690,,,,34.0,,
2016-04-07 20:24:08.065790,,48.0,,,,
2016-04-07 20:24:08.065925,38.89,,,,,
2016-04-07 20:24:08.065955,,4.0,,,,
2016-04-07 20:24:08.066054,,,,33.0,,
2016-04-07 20:24:08.066149,,4.0,,,,
2016-04-07 20:24:08.066357,,,,19.0,,
2016-04-07 20:24:08.066455,,6.0,,,,
2016-04-07 20:24:08.066555,,,,21.0,,
2016-04-07 20:24:08.066651,,7.0,,,,
2016-04-07 20:24:08.066751,,,,22.0,,
2016-04-07 20:24:08.066848,,5.0,,,,
2016-04-07 20:24:08.507976,,,38.87,,,
2016-04-07 20:24:08.508121,,,,18.0,,
2016-04-07 20:24:08.508474,38.88,,,,,
2016-04-07 20:24:08.508560,,7.0,,,,
2016-04-07 20:24:08.508813,,,,18.0,,
2016-04-07 20:24:08.509059,,7.0,,,,
2016-04-07 20:24:09.509444,,,,15.0,,
2016-04-07 20:24:09.509792,,8.0,,,,
2016-04-07 20:24:10.511312,,,,20.0,,
2016-04-07 20:24:11.536385,,,,3.0,,
2016-04-07 20:24:11.536810,,16.0,,,,
2016-04-07 20:24:13.416244,,15.0,,,,
2016-04-07 20:24:14.018614,,,,,38.87,
2016-04-07 20:24:14.018829,,,,,,1.0
2016-04-07 20:24:14.019290,,,,,,1.0
2016-04-07 20:24:14.020429,,,38.86,,,
2016-04-07 20:24:14.020551,,,,62.0,,
2016-04-07 20:24:14.021025,38.87,,,,,
2016-04-07 20:24:14.021145,,2.0,,,,
2016-04-07 20:24:14.021510,,,,62.0,,
2016-04-07 20:24:14.021866,,2.0,,,,
2016-04-07 20:24:15.020746,,,,41.0,,
2016-04-07 20:24:15.021218,,3.0,,,,
2016-04-07 20:24:16.022942,,,,42.0,,
2016-04-07 20:24:19.630422,,,,36.0,,
2016-04-07 20:24:20.632630,,,,31.0,,
2016-04-07 20:24:20.632965,,9.0,,,,
2016-04-07 20:24:21.457359,38.88,,,,,
2016-04-07 20:24:21.457510,,46.0,,,,
2016-04-07 20:24:21.457777,,,,45.0,,
2016-04-07 20:24:21.458035,,46.0,,,,
2016-04-07 20:24:21.680357,,,,54.0,,
2016-04-07 20:24:21.680816,,28.0,,,,
2016-04-07 20:24:21.903367,38.87,,,,,
2016-04-07 20:24:21.903564,,1.0,,,,
2016-04-07 20:24:21.903918,,,,50.0,,
2016-04-07 20:24:21.904242,,1.0,,,,
2016-04-07 20:24:21.905505,38.88,,,,,
2016-04-07 20:24:21.905595,,42.0,,,,
2016-04-07 20:24:21.905812,,,,44.0,,
2016-04-07 20:24:21.906010,,42.0,,,,
2016-04-07 20:24:22.336760,,,38.87,,,
2016-04-07 20:24:22.336910,,,,4.0,,
2016-04-07 20:24:22.337158,,,,4.0,,
2016-04-07 20:24:22.338066,,17.0,,,,
2016-04-07 20:24:22.559584,,,,1.0,,
2016-04-07 20:24:22.782957,,,38.86,,,
2016-04-07 20:24:22.783106,,,,56.0,,
2016-04-07 20:24:22.783369,,,,56.0,,
2016-04-07 20:24:22.783635,,35.0,,,,
2016-04-07 20:24:23.639576,,,,48.0,,
2016-04-07 20:24:23.639906,,47.0,,,,
2016-04-07 20:24:24.641613,,48.0,,,,
2016-04-07 20:24:25.643239,,,,47.0,,
2016-04-07 20:24:25.643716,,50.0,,,,
2016-04-07 20:24:26.645876,38.87,,,,,
2016-04-07 20:24:26.646072,,2.0,,,,
2016-04-07 20:24:26.646305,,,,45.0,,
2016-04-07 20:24:26.646591,,2.0,,,,
2016-04-07 20:24:27.647376,,,,41.0,,
2016-04-07 20:24:27.647639,,4.0,,,,
2016-04-07 20:24:27.948745,38.88,,,,,
2016-04-07 20:24:27.948893,,26.0,,,,
2016-04-07 20:24:27.949152,,,,42.0,,
2016-04-07 20:24:27.949409,,26.0,,,,
2016-04-07 20:24:28.449798,,,38.87,,,
2016-04-07 20:24:28.449915,,,,9.0,,
2016-04-07 20:24:28.450111,,,,9.0,,
2016-04-07 20:24:28.450305,,24.0,,,,
2016-04-07 20:24:28.672540,,,,2.0,,
2016-04-07 20:24:30.954714,,,,3.0,,
2016-04-07 20:24:31.478408,,,,9.0,,
2016-04-07 20:24:31.701706,,,,,38.88,
2016-04-07 20:24:31.701822,,,,,,1.0
2016-04-07 20:24:32.357780,,,,12.0,,
2016-04-07 20:24:32.358030,,22.0,,,,
2016-04-07 20:24:33.359449,,23.0,,,,
2016-04-07 20:24:33.860776,,,38.86,,,
2016-04-07 20:24:33.860885,,,,49.0,,
2016-04-07 20:24:33.861075,,,,49.0,,
2016-04-07 20:24:33.861270,,24.0,,,,
2016-04-07 20:24:34.862946,,,,51.0,,
2016-04-07 20:24:35.163215,,,38.87,,,
2016-04-07 20:24:35.163326,,,,8.0,,
2016-04-07 20:24:35.163534,,,,8.0,,
2016-04-07 20:24:35.163758,,18.0,,,,
2016-04-07 20:24:35.386221,,,,4.0,,
2016-04-07 20:24:35.386466,,24.0,,,,
2016-04-07 20:24:36.265823,,,,2.0,,
2016-04-07 20:24:37.268033,,,,1.0,,
2016-04-07 20:24:37.892877,,,,6.0,,
2016-04-07 20:24:37.893448,,10.0,,,,
2016-04-07 20:24:38.371917,,,,,38.87,
2016-04-07 20:24:38.372141,,,,,,6.0
2016-04-07 20:24:38.372679,,,,,,6.0
2016-04-07 20:24:38.373714,,,38.86,,,
2016-04-07 20:24:38.373838,,,,21.0,,
2016-04-07 20:24:38.374282,38.87,,,,,
2016-04-07 20:24:38.374395,,7.0,,,,
2016-04-07 20:24:38.374701,,,,21.0,,
2016-04-07 20:24:38.374991,,7.0,,,,
2016-04-07 20:24:38.595246,,,38.87,,,
2016-04-07 20:24:38.595409,,,,1.0,,
2016-04-07 20:24:38.595777,38.88,,,,,
2016-04-07 20:24:38.595864,,20.0,,,,
2016-04-07 20:24:38.596107,,,,1.0,,
2016-04-07 20:24:38.596333,,20.0,,,,
2016-04-07 20:24:39.373169,,,,,,4.0
2016-04-07 20:24:39.596161,,,,3.0,,
2016-04-07 20:24:39.875324,38.89,,,,,
2016-04-07 20:24:39.875475,,17.0,,,,
2016-04-07 20:24:39.875990,,,,27.0,,
2016-04-07 20:24:39.876237,,17.0,,,,
2016-04-07 20:24:40.275185,,,38.88,,,
2016-04-07 20:24:40.275302,,,,2.0,,
2016-04-07 20:24:40.275495,,,,2.0,,
2016-04-07 20:24:40.497918,,,,10.0,,
2016-04-07 20:24:40.498225,,3.0,,,,
2016-04-07 20:24:41.499916,,,,13.0,,
2016-04-07 20:24:41.778629,,,,,38.89,
2016-04-07 20:24:41.778827,,,,,,2.0
2016-04-07 20:24:41.778978,,,,,,2.0
2016-04-07 20:24:41.779364,38.9,,,,,
2016-04-07 20:24:41.779403,,21.0,,,,
2016-04-07 20:24:41.779534,,,,30.0,,
2016-04-07 20:24:41.779645,,21.0,,,,
2016-04-07 20:24:42.002441,,,38.89,,,
2016-04-07 20:24:42.002591,,,,1.0,,
2016-04-07 20:24:42.002844,,,,1.0,,
2016-04-07 20:24:42.981510,,,,4.0,,
2016-04-07 20:24:42.981835,,20.0,,,,
2016-04-07 20:24:43.281724,38.91,,,,,
2016-04-07 20:24:43.281809,,22.0,,,,
2016-04-07 20:24:43.281940,,,,28.0,,
2016-04-07 20:24:43.282068,,22.0,,,,
2016-04-07 20:24:44.283962,,,,27.0,,
2016-04-07 20:24:45.687031,,,,28.0,,
2016-04-07 20:24:45.909808,,,,38.0,,
2016-04-07 20:24:45.909992,,21.0,,,,
2016-04-07 20:24:46.889762,,,,31.0,,
2016-04-07 20:24:47.992916,,,,30.0,,
2016-04-07 20:24:50.798374,,,38.9,,,
2016-04-07 20:24:50.798489,,,,1.0,,
2016-04-07 20:24:50.798652,,,,1.0,,
2016-04-07 20:24:51.599884,,,38.89,,,
2016-04-07 20:24:51.600011,,,,37.0,,
2016-04-07 20:24:51.600397,,,,37.0,,
2016-04-07 20:24:52.601475,,,,33.0,,
2016-04-07 20:24:53.704048,,,,32.0,,
2016-04-07 20:24:54.305379,38.9,,,,,
2016-04-07 20:24:54.305454,,2.0,,,,
2016-04-07 20:24:54.305568,,,,26.0,,
2016-04-07 20:24:54.305676,,2.0,,,,
2016-04-07 20:24:54.528247,,,,,38.9,
2016-04-07 20:24:54.528373,,,,,,3.0
2016-04-07 20:24:54.528590,,,,,,3.0
2016-04-07 20:24:54.529050,38.91,,,,,
2016-04-07 20:24:54.529097,,21.0,,,,
2016-04-07 20:24:54.529225,,,,20.0,,
2016-04-07 20:24:54.529357,,21.0,,,,
2016-04-07 20:24:55.408613,,,,24.0,,
2016-04-07 20:24:57.413321,,,,23.0,,
2016-04-07 20:24:58.414969,,,,22.0,,
2016-04-07 20:24:59.717005,,,,23.0,,
2016-04-07 20:25:00.720467,,,,24.0,,
2016-04-07 20:25:00.942932,,,,,38.89,
2016-04-07 20:25:00.943011,,,,,,1.0
2016-04-07 20:25:00.943121,,,,,,1.0
2016-04-07 20:25:01.543830,38.9,,,,,
2016-04-07 20:25:01.543907,,10.0,,,,
2016-04-07 20:25:01.544021,,,,11.0,,
2016-04-07 20:25:01.544129,,10.0,,,,
2016-04-07 20:25:01.544237,,,,31.0,,
2016-04-07 20:25:01.544342,,9.0,,,,
2016-04-07 20:25:02.223629,,,,,38.9,
2016-04-07 20:25:02.223741,,,,,,1.0
2016-04-07 20:25:02.224018,,,,36.0,,
2016-04-07 20:25:02.224129,,2.0,,,,
2016-04-07 20:25:02.446187,,,,13.0,,
2016-04-07 20:25:02.446484,,5.0,,,,
2016-04-07 20:25:02.824857,,,,10.0,,
2016-04-07 20:25:02.825093,,9.0,,,,
2016-04-07 20:25:03.047063,,,,5.0,,
2016-04-07 20:25:04.027119,,,,6.0,,
2016-04-07 20:25:05.431423,,,,8.0,,
2016-04-07 20:25:05.431667,,8.0,,,,
2016-04-07 20:25:06.433364,,,,10.0,,
2016-04-07 20:25:06.433685,,6.0,,,,
2016-04-07 20:25:07.435147,,,,9.0,,
2016-04-07 20:25:07.435393,,8.0,,,,
2016-04-07 20:25:08.638988,,,,8.0,,
2016-04-07 20:25:09.640688,,,,6.0,,
2016-04-07 20:25:09.640858,,9.0,,,,
2016-04-07 20:25:16.855647,,,,7.0,,
2016-04-07 20:25:17.356876,,,,10.0,,
2016-04-07 20:25:17.357184,,7.0,,,,
2016-04-07 20:25:18.459798,,,,8.0,,
2016-04-07 20:25:18.460280,,8.0,,,,
2016-04-07 20:25:19.360781,,,,7.0,,
2016-04-07 20:25:19.360940,,9.0,,,,
2016-04-07 20:25:21.487675,,,,8.0,,
2016-04-07 20:25:22.566635,,,,7.0,,
2016-04-07 20:25:24.470563,,,,6.0,,
2016-04-07 20:25:25.472551,,,,8.0,,
2016-04-07 20:25:26.474673,,,,7.0,,
2016-04-07 20:25:27.075994,,,,,38.89,
2016-04-07 20:25:27.076114,,,,,,1.0
2016-04-07 20:25:27.076630,,,38.88,,,
2016-04-07 20:25:27.076702,,,,16.0,,
2016-04-07 20:25:27.076981,38.89,,,,,
2016-04-07 20:25:27.077057,,5.0,,,,
2016-04-07 20:25:27.077266,,,,16.0,,
2016-04-07 20:25:27.077472,,5.0,,,,
2016-04-07 20:25:27.299589,,,,10.0,,
2016-04-07 20:25:27.299817,,14.0,,,,
2016-04-07 20:25:27.576649,,,38.87,,,
2016-04-07 20:25:27.576725,,,,14.0,,
2016-04-07 20:25:27.576841,,,,14.0,,
2016-04-07 20:25:27.576953,,12.0,,,,
2016-04-07 20:25:27.799786,,,38.88,,,
2016-04-07 20:25:27.799901,,,,5.0,,
2016-04-07 20:25:27.800104,,,,5.0,,
2016-04-07 20:25:27.800384,,,38.87,,,
2016-04-07 20:25:27.800453,,,,14.0,,
2016-04-07 20:25:27.800653,,,,14.0,,
2016-04-07 20:25:29.280430,,,38.88,,,
2016-04-07 20:25:29.280509,,,,5.0,,
2016-04-07 20:25:29.280621,,,,5.0,,
2016-04-07 20:25:29.680844,,,,10.0,,
2016-04-07 20:25:29.904192,,,,8.0,,
2016-04-07 20:25:29.904343,,9.0,,,,
2016-04-07 20:25:30.783040,,,,5.0,,
2016-04-07 20:25:30.783231,,10.0,,,,
2016-04-07 20:25:32.888662,,,38.87,,,
2016-04-07 20:25:32.888829,,,,14.0,,
2016-04-07 20:25:32.889300,38.88,,,,,
2016-04-07 20:25:32.889427,,2.0,,,,
2016-04-07 20:25:32.889784,,,,14.0,,
2016-04-07 20:25:32.890210,,2.0,,,,
2016-04-07 20:25:33.111746,,,,,38.88,
2016-04-07 20:25:33.111876,,,,,,1.0
2016-04-07 20:25:33.112799,38.89,,,,,
2016-04-07 20:25:33.112933,,18.0,,,,
2016-04-07 20:25:33.113403,,,,13.0,,
2016-04-07 20:25:33.113675,,18.0,,,,
2016-04-07 20:25:34.090541,,16.0,,,,
2016-04-07 20:25:34.692135,,,38.88,,,
2016-04-07 20:25:34.692302,,,,5.0,,
2016-04-07 20:25:34.692557,,,,5.0,,
2016-04-07 20:25:34.692819,,10.0,,,,
2016-04-07 20:25:38.899388,,,,7.0,,
2016-04-07 20:25:39.901433,,,,8.0,,
2016-04-07 20:25:40.903556,,,,9.0,,
2016-04-07 20:25:41.127337,,,,4.0,,
2016-04-07 20:25:41.127553,,,,1.0,,
2016-04-07 20:25:41.350093,,,,5.0,,
2016-04-07 20:25:42.206085,,,,3.0,,
2016-04-07 20:25:43.508622,,,,4.0,,
2016-04-07 20:25:44.110036,,,,1.0,,
2016-04-07 20:25:47.317104,,,38.87,,,
2016-04-07 20:25:47.317219,,,,16.0,,
2016-04-07 20:25:47.317484,38.88,,,,,
2016-04-07 20:25:47.317548,,3.0,,,,
2016-04-07 20:25:47.317738,,,,16.0,,
2016-04-07 20:25:47.317924,,3.0,,,,
2016-04-07 20:25:48.318461,,,,14.0,,
2016-04-07 20:25:48.318621,,6.0,,,,
2016-04-07 20:25:49.320508,,,,13.0,,
2016-04-07 20:25:50.022592,,,,10.0,,
2016-04-07 20:25:50.022913,,9.0,,,,
2016-04-07 20:25:51.024829,,,,9.0,,
2016-04-07 20:25:51.025157,,10.0,,,,
2016-04-07 20:25:52.026224,,,,5.0,,
2016-04-07 20:25:54.431224,,,,4.0,,
2016-04-07 20:25:54.933303,,,,,38.87,
2016-04-07 20:25:54.933522,,,,,,4.0
2016-04-07 20:25:54.933807,,,,,,4.0
2016-04-07 20:25:54.934357,,,38.86,,,
2016-04-07 20:25:54.934419,,,,23.0,,
2016-04-07 20:25:54.934684,38.87,,,,,
2016-04-07 20:25:54.934744,,1.0,,,,
2016-04-07 20:25:54.934928,,,,23.0,,
2016-04-07 20:25:54.935110,,1.0,,,,
2016-04-07 20:25:55.934196,,,,14.0,,
2016-04-07 20:25:55.934401,,3.0,,,,
2016-04-07 20:25:56.936100,,,,15.0,,
2016-04-07 20:25:58.038870,,,,8.0,,
2016-04-07 20:25:58.039193,,5.0,,,,
2016-04-07 20:25:58.439028,,,,5.0,,
2016-04-07 20:25:58.439169,,6.0,,,,
2016-04-07 20:25:59.441065,,,,7.0,,
2016-04-07 20:25:59.441227,,7.0,,,,
2016-04-07 20:25:59.843094,,,38.85,,,
2016-04-07 20:25:59.843254,,,,40.0,,
2016-04-07 20:25:59.843523,,,,40.0,,
2016-04-07 20:25:59.843784,,10.0,,,,
2016-04-07 20:26:00.244414,,,38.86,,,
2016-04-07 20:26:00.283588,,,,1.0,,
2016-04-07 20:26:00.283739,,,,1.0,,
